1351.000000, 40.000000
1110.000000, 40.000000
1261.000000, 40.000000
1220.000000, 40.000000
1185.000000, 40.000000
1372.000000, 40.000000
1329.000000, 40.000000
1222.000000, 40.000000
1327.000000, 40.000000
1293.000000, 40.000000
1201.000000, 40.000000
1305.000000, 40.000000
1218.000000, 40.000000
1209.000000, 40.000000
1291.000000, 40.000000
1252.000000, 40.000000
1150.000000, 40.000000
1389.000000, 40.000000
1149.000000, 40.000000
1206.000000, 40.000000
1223.000000, 40.000000
1082.000000, 40.000000
1226.000000, 40.000000
1131.000000, 40.000000
1151.000000, 40.000000
