1800.000000, 174.000000
1800.000000, 152.000000
1800.000000, 165.000000
1800.000000, 131.000000
1800.000000, 150.000000
1800.000000, 157.000000
1800.000000, 142.000000
1800.000000, 155.000000
1800.000000, 159.000000
1800.000000, 158.000000
1800.000000, 133.000000
1800.000000, 141.000000
1800.000000, 150.000000
1800.000000, 160.000000
1800.000000, 152.000000
1800.000000, 152.000000
1800.000000, 177.000000
1800.000000, 160.000000
1800.000000, 152.000000
1800.000000, 156.000000
1800.000000, 152.000000
1800.000000, 163.000000
1800.000000, 125.000000
1800.000000, 166.000000
1800.000000, 129.000000
