1800.000000, 183.000000
1800.000000, 217.000000
1800.000000, 186.000000
1800.000000, 195.000000
1800.000000, 232.000000
1800.000000, 218.000000
1800.000000, 203.000000
1800.000000, 209.000000
1800.000000, 228.000000
1800.000000, 226.000000
1800.000000, 218.000000
1800.000000, 213.000000
1800.000000, 194.000000
1800.000000, 213.000000
1800.000000, 241.000000
1800.000000, 229.000000
1800.000000, 224.000000
1800.000000, 230.000000
1800.000000, 195.000000
1800.000000, 211.000000
1800.000000, 217.000000
1800.000000, 230.000000
1800.000000, 211.000000
1800.000000, 210.000000
1800.000000, 185.000000
