1800.000000, 143.000000
1800.000000, 143.000000
1800.000000, 148.000000
1800.000000, 143.000000
1800.000000, 194.000000
1800.000000, 134.000000
1800.000000, 140.000000
1800.000000, 144.000000
1800.000000, 181.000000
1800.000000, 125.000000
1800.000000, 130.000000
1800.000000, 122.000000
1800.000000, 144.000000
1800.000000, 154.000000
1800.000000, 162.000000
1800.000000, 149.000000
1800.000000, 171.000000
1800.000000, 133.000000
1800.000000, 150.000000
1800.000000, 150.000000
1800.000000, 160.000000
1800.000000, 145.000000
1800.000000, 139.000000
1800.000000, 162.000000
1800.000000, 157.000000
