1483.000000, 60.000000
1594.000000, 60.000000
1376.000000, 60.000000
1385.000000, 60.000000
1424.000000, 60.000000
1515.000000, 60.000000
3600.000000, 59.000000
1395.000000, 60.000000
1284.000000, 60.000000
1588.000000, 60.000000
1398.000000, 60.000000
1349.000000, 60.000000
1398.000000, 60.000000
1319.000000, 60.000000
1594.000000, 60.000000
1480.000000, 60.000000
1293.000000, 60.000000
1599.000000, 60.000000
1657.000000, 60.000000
1416.000000, 60.000000
1302.000000, 60.000000
1470.000000, 60.000000
1460.000000, 60.000000
1604.000000, 60.000000
1342.000000, 60.000000
